"appid","average_2weeks","average_forever","developer","median_2weeks","median_forever","name","negative","owners","owners_variance","players_2weeks","players_2weeks_variance","players_forever","players_forever_variance","positive","price","publisher","score_rank","userscore"
"589060","0","17","desunoya","0","17","Trapper Knight, Sharpshooter Princess","1","1182","1335","0","0","784","1536","12","1499","Sekai Project","82","91"
"472770","0","98","Sports Interactive, Creative Assembly, Rovio, Torn Banner, Team 17, Sumo Digital, Bossa, Curve Digital, Hardlight, Spilt Milk Studios Ltd, Modern Dream","0","98","HELP: THE GAME","0","2099","1451","0","0","788","1091","10","1499","SEGA","100","100"
"466860","824","1936","Pixel Gangsta Studio","1090","840","City of God I - Prison Empire","286","33578","5805","2759","2041","33316","5783","838","1199","Pixel Gangsta Studio","35","75"
"342230","0","23","Lazy Bum Games","0","12","Air Guardians","82","43809","6631","0","0","6296","2514","57","299","Lazy Bum Games","5","52"
"435070","0","0","OrionSoft","0","0","Elansar","9","1836","1357","0","0","0","0","4","199","OrionSoft","2","40"
"356890","6","181","SMG Studio","6","125","One More Line","35","17576","4200","1571","2175","10755","3285","108","299","SMG Studio","37","73"
"466000","0","344","Mad Head Games","0","344","Maze: Subject 360 Collector's Edition","0","788","1091","0","0","788","1091","13","999","Big Fish Games","100","100"
"745370","1","22","Artalasky","1","22","Purple Heart","0","2623","1622","784","1536","785","1086","0","199","Artalasky","","0"
"412770","0","157","Barry McCabe","0","33","Boogeyman","48","34365","5873","0","0","24659","4975","275","249","Clockwork Wolf","59","84"
"506610","74","312","Scott Cawthon","22","111","Five Nights at Freddy's: Sister Location","402","411067","20306","13641","3700","235308","15366","4473","799","Scott Cawthon","78","92"
"463860","0","260","Yadon Studio","0","121","Shadows of Kurgansk","58","9444","3079","0","0","7870","2810","113","599","Gaijin inCubator","23","64"
"757080","162","172","Choice of Games","162","189","Broadway: 1849","0","1182","1335","784","1536","1182","1335","0","399","Choice of Games","","0"
"705400","2","1","Crankies Smartworks","2","2","Crankies Workshop: Bozzbot Assembly","9","3673","1920","785","1538","1177","1330","3","99","VT Publishing","1","27"
"581470","148","186","Motus, EHTechnology","220","210","Mortifero Motus","204","370669","19283","1836","1357","228225","15133","385","99","Motus, EHTechnology","22","62"
"651520","0","0","Mihai Morosanu","0","0","Castle Defender","0","2365","1890","0","0","0","0","0","49","Mihai Morosanu","","0"
"445140","0","135","Alkame Games","0","200","Smell Of Death","15","7345","2715","0","0","1970","1724","40","999","Alkame Games","31","75"
"387770","0","0","Individual Software","0","0","Professor Teaches PowerPoint 2013 & 365","0","791","1550","0","0","0","0","2","1499","Individual Software","100","100"
"412450","694","754","Syrin Studios, Small Impact Games","696","180","The Black Death","597","36464","6050","1312","1147","27807","5283","900","1999","Green Man Gaming Publishing","16","62"
"10700","0","147","","0","28","Speedball 2: Tournament","0","77911","8843","0","0","37775","6157","0","0","","","0"
"552920","59","890","Orbcreation","77","470","Sailaway - The Sailing Simulator","35","11805","3442","2099","1451","11280","3365","207","2999","The Irregular Corporation","59","84"
"546790","0","98","LunarCore Games","0","98","Comit the Astrodian","2","1049","1026","0","0","784","1536","2","199","LunarCore Games","9","50"
"390880","1028","219","SimProse Studios","1028","210","Redemption: Eternal Quest","33","176546","13310","785","1538","163955","12827","39","199","SimProse Studios","11","53"
"252550","16","388","Liquid Flower","16","162","Qbeh-1: The Atlas Cube","58","41185","6429","784","1536","27807","5283","470","149","Digital Tribe","70","88"
"504650","19","53","MasterpieceVR","19","43","MasterpieceVR","4","15740","3975","788","1091","8657","2947","71","2999","","89","90"
"670810","0","131","bch waves studio","0","78","Family cobweb","24","6821","2616","0","0","2361","1539","21","199","bch waves studio","7","42"
"261900","1","65","Kitty Lambda Games Inc.","1","65","The Real Texas","0","2099","1451","784","1536","785","1086","20","1499","Kitty Lambda Games Inc.","100","100"
"746240","0","0","Barracuda Disaster","0","0","Flip the Table","0","791","1550","0","0","0","0","0","199","Barracuda Disaster","","0"
"495900","0","52","Rocket Hammer","0","53","Lance A Lot: Classic Edition","5","3410","1850","0","0","3410","1850","40","499","Rocket Hammer","67","87"
"458470","118","238","Artifex Mundi","150","214","Grim Legends 3: The Dark City","22","43809","6631","1836","1357","23872","4895","272","999","Artifex Mundi","82","90"
"409890","0","974","Experience Inc.","0","523","Stranger of Sword City /  ","85","20724","4561","0","0","16002","4008","220","1999","NIS America, Inc.","31","71"
"392470","463","2744","KOEI TECMO GAMES CO., LTD.","629","1048","NOBUNAGA'S AMBITION: Sphere of Influence","67","28331","5332","1312","1147","25446","5054","357","5999","KOEI TECMO GAMES CO., LTD.","56","83"
"599480","510","261","Weixi Studio","510","324","Flamel's miracle","27","2886","1702","784","1536","2623","1622","46","499","Weixi Studio","19","63"
"749120","421","312","","8","6","MineStickman","0","10755","3285","2623","1622","3148","1777","0","199","","","0"
"595150","0","0","Neopica","0","0","My Vet Practice  Marine Patrol","0","1583","2192","0","0","0","0","0","999","Anikids","","0"
"389260","31","108","Nico Uthe, Sara Lisa Vogl, Julian Heinken, VR Nerds","31","148","Lucid Trips","8","3410","1850","791","1550","2886","1702","55","799","Sara Lisa Vogl, VR Nerds","64","86"
"515230","506","81","Tomb Team","506","8","Cleo's Lost Idols","10","16002","4008","785","1086","9444","3079","15","0","Chilled Mouse","16","60"
"591680","48","67","Catland","48","59","Taphouse VR","2","4197","2052","791","1550","2886","1702","35","0","Catland","89","94"
"429720","0","138","Ivan Zanotti's MyMadness Works","0","96","IMSCARED","47","17051","4137","0","0","10231","3204","436","399","Ivan Zanotti's MyMadness Works","74","90"
"3440","0","1802","PopCap Games, Inc.","0","22","Rocket Mania Deluxe","2","29905","5479","0","0","12592","3555","27","499","PopCap Games, Inc.","86","95"
"535160","7","213","Wild Planet Studio","7","238","Fire in the Goal """"","1","5509","2351","785","1538","4460","2115","21","499","Wild Planet Studio","92","80"
"439260","0","76","Tyler Hurd","0","146","""BUTTS: The VR Experience""","12","3673","1920","0","0","1182","1335","40","99","Tyler Hurd","39","89"
"343390","238","218","Alawar Dreamdale","238","211","Elementary My Dear Majesty!","34","40923","6409","791","1550","27807","5283","91","99","Alawar Entertainment","31","80"
"558620","190","204","","198","210","Steel Invaders","37","294332","17184","1312","1147","225077","15028","132","99","","42","88"
"348280","0","104","4Bit Games","0","139","ORBIT","4","1049","1026","0","0","1182","1335","16","699","4Bit Games","46","81"
"596590","47","214","ThinkOfGames","47","210","Linked","5","131688","11496","785","1538","126442","11265","69","299","ThinkOfGames","86","92"
"424060","1","2","Brainwashing games","1","3","The Glow","11","7345","2715","791","1550","1183","1336","8","399","Brainwashing games","5","33"
"3000","0","401","Techland","0","67","GTI Racing","18","33053","5760","0","0","20724","4561","74","499","Techland","46","82"
"642830","0","0","Italo Games","0","0","Milanoir","0","791","1550","0","0","0","0","0","0","Good Shepherd Entertainment","","0"
"403120","70","162","Marmalade Game Studio Ltd","63","115","THE GAME OF LIFE - The Official 2016 Edition","46","24921","5001","4460","2115","23085","4813","119","499","Marmalade Technologies","31","71"
"358960","50","152","Finji, Kittehface Software","50","90","Canabalt","24","35414","5962","788","1090","15477","3941","157","299","Finji","61","91"
"400710","0","34","Killer Teapot Games","0","35","Bleeding Blocks","2","4197","2052","0","0","1049","1026","13","199","Killer Teapot Games","61","85"
"390660","0","49","Daniel Mercier","0","24","Call of Tomsk-7","79","20199","4503","0","0","10493","3245","398","99","Mercier Games	","53","84"
"345690","0","1","Twelve Games","0","1","Crash Dummy","1","13116","3628","0","0","791","1550","1","999","KISS ltd","9","50"
"540100","33","95","imaginite Ltd","33","31","Imprisoned Light","38","16264","4040","784","1536","13903","3735","102","199","imaginite Ltd","31","70"
"333330","0","139","Beldarak Games","0","108","Song of the Myrne: What Lies Beneath","15","13116","3628","0","0","8132","2857","58","499","Beldarak Games","44","86"
"460560","0","1810","Guru Games","0","250","Blamdown: Udder Fury","2","5247","2295","0","0","4197","2052","17","499","Guru Games","70","100"
"15900","9","2523","MumboJumbo","9","276","7 Wonders II","23","45120","6730","785","1086","8657","2947","72","999","MumboJumbo","37","83"
"513780","165","213","SnowFlame, Back To Basics Gaming","231","210","Turbo Pug DX","86","347584","18673","3935","1987","281740","16813","428","49","Back To Basics Gaming","53","84"
"13210","66","634","Epic Games, Inc.","29","165","Unreal Tournament 3 Black","228","721139","26886","10231","3204","529377","23040","2182","1999","Epic Games, Inc.","74","89"
"423440","0","187","Choice of Games","0","269","Choice of Kung Fu","2","2623","1622","0","0","2099","1451","33","499","Choice of Games","89","94"
"510780","0","185","BrainGoodGames","0","198","SkyBoats","0","2886","1702","0","0","1836","1357","8","799","BrainGoodGames","100","100"
"380150","140","277","THE BROTHERHOOD","147","230","STASIS","173","54564","7400","1182","1335","35414","5962","812","1999","THE BROTHERHOOD, Daedalic Entertainment","51","78"
"278440","0","70","Alan Zucconi","0","42","0RBITALIS","66","34365","5873","0","0","22036","4703","183","999","Mastertronic","33","74"
"348700","0","55","Millenium Project Enterprises","0","7","Walkover","45","107817","10402","0","0","25183","5028","73","0","Millenium Project Enterprises","17","61"
"374380","35","799","Sep Reds, Ageod","35","213","Revolution Under Siege Gold","18","12067","3480","785","1538","4722","2177","47","2499","Slitherine Ltd.","31","68"
"526400","0","19","Ithaqua Labs","0","13","Embers of Magic","10","8132","2857","0","0","3924","2428","34","0","Ithaqua Labs","40","77"
"262830","97","640","10tons Ltd","102","372","Crimsonland","165","129065","11381","3673","1920","83420","9150","1272","280","10tons Ltd","67","89"
"589530","1871","1232","Idea Factory, Design Factory","3584","1780","Hakuoki: Kyoto Winds /   /  ","24","2886","1702","1568","2172","2747","2032","94","2999","Idea Factory International","44","80"
"360640","142","346","Jetdogs Studios, Zoom Out Games","159","274","12 Labours of Hercules II: The Cretan Bull","173","197533","14079","1049","1026","156872","12547","1544","299","Jetdogs Studios","70","90"
"548430","0","146","Ghost Ship Games","0","140","Deep Rock Galactic","0","8394","2902","0","0","6296","2514","0","0","Coffee Stain Publishing","","0"
"298020","0","77","Gogii Games","0","111","Escape The Museum","25","4984","2236","0","0","3166","3100","15","499","Strategy First","3","36"
"323720","65","159","Shining Gate Software","65","149","Decay: The Mare","203","119884","10969","784","1536","58761","7680","607","999","Daedalic Entertainment","35","75"
"501660","0","486","CyberLink","0","486","CyberLink AudioDirector 7 Ultra","0","788","1090","0","0","788","1090","0","12999","Koch Media , CyberLink","","0"
"738470","0","1","RDavis","0","1","God Of Thunder","0","1312","1147","0","0","784","1536","0","0","RDavis","","0"
"252310","197","159","Studio Evil","213","119","Syder Arcade","91","176022","13290","1049","1026","60598","7799","520","999","Studio Evil","59","86"
"726800","0","3","Black Rail","0","3","The Rare Nine","0","9706","3121","0","0","787","888","0","599","Black Rail","","0"
"460750","0","116","DreamSail Games","0","139","Blade Ballet","10","5771","2407","0","0","5509","2351","59","1499","DreamSail Games","59","86"
"225760","0","8","","0","8","Nexuiz STUPID Mode","0","283051","16852","0","0","9181","3035","0","0","","","0"
"306000","16","269","React Games","29","111","Super Dungeon Bros","26","6821","2616","1583","2192","5509","2351","26","499","Wired Productions, THQ Nordic","9","31"
"365810","88","220","ACE MADDOX","176","189","Flying Tigers: Shadows Over China","167","50105","7091","1568","2172","26757","5182","448","1599","ACE MADDOX","31","69"
"352530","0","0","Stephane Graziano, Franck Graziano, Mathieu Lamarche","0","0","Poppy Kart","4","791","1550","0","0","0","0","2","499","Webrox","2","33"
"368610","305","775","dustinaux","305","496","The Enchanted Cave 2","16","14428","3805","788","1091","13379","3664","206","499","dustinaux","82","93"
"367520","466","1041","Team Cherry","157","360","Hollow Knight","954","778326","27931","103882","10211","656081","25647","16987","1499","Team Cherry","89","94"
"350430","0","1","","0","1","From Bedrooms To Billions: Preview Clips","0","61647","7866","0","0","2354","1881","0","0","","","0"
"358380","0","30","Beavis Soft","0","12","Wacky Wheels","14","72402","8524","0","0","9181","3035","67","499","3D Realms (Apogee Software)","51","94"
"670900","724","1815","Monster Games","1050","618","NASCAR Heat 2","66","5509","2351","1577","1543","5509","2351","112","3999","704 Games Company","18","62"
"451660","0","96","Play Publishing","0","109","Trucker","23","2757","2040","0","0","1576","1542","12","199","Play Publishing","3","35"
"632050","0","0","Prootgames","0","0","The Village","0","5247","2295","0","0","0","0","0","499","Prootgames","","0"
"707380","0","1","Crankies Smartworks","0","1","Crankies Workshop: Zazzbot Assembly","11","3410","1850","0","0","1177","1330","3","99","VT Publishing","1","23"
"73010","533","1746","Colossal Order Ltd.","780","181","Cities in Motion","161","241604","15570","2361","1539","191499","13862","565","1999","Paradox Interactive","40","77"
"454520","0","10","Xibalba Studios","0","10","MilitAnt","7","1183","1336","0","0","788","1091","25","999","Xibalba Studios","42","66"
"511500","0","451","Selva Interactive","0","451","Nanuleu","7","2623","1622","0","0","788","1091","28","299","Selva Interactive","46","77"
"493700","205","220","Flynns Arcade","216","211","Monster Puzzle","50","291971","17115","1574","1257","242391","15595","77","49","Back To Basics Gaming","16","75"
"368290","16","11","Zeritum","16","6","Visibility","24","32791","5737","784","1536","8919","2992","36","0","Zeritum","16","60"
